Amplitude
0.22580644
0.2580645
0.2580645
0.22580644
0.16129032
0.2580645
0.22580644
0.29032257
0.2580645
0.2580645
0.2580645
0.22580644
0.22580644
0.22580644
0.22580644
0.22580644
0.22580644
0.16129032
0.22580644
0.19354838
0.19354838
0.09677419
0.06451613
0.09677419
0.09677419
0.09677419
0.032258064
0.0
0.0
-0.032258064
0.0
-0.032258064
-0.032258064
-0.06451613
-0.12903225
-0.09677419
-0.12903225
-0.12903225
-0.12903225
-0.12903225
-0.16129032
-0.16129032
-0.12903225
-0.09677419
-0.16129032
-0.16129032
-0.12903225
-0.16129032
-0.06451613
-0.09677419
-0.032258064
-0.032258064
-0.06451613
0.032258064
0.0
0.032258064
0.0
0.06451613
0.06451613
0.0
0.032258064
0.032258064
0.09677419
0.06451613
0.032258064
0.09677419
0.032258064
0.09677419
0.09677419
0.09677419
0.06451613
0.09677419
0.06451613
0.12903225
0.12903225
0.09677419
0.09677419
0.09677419
0.16129032
0.09677419
0.16129032
0.12903225
0.16129032
0.16129032
0.12903225
0.19354838
0.19354838
0.19354838
0.19354838
0.22580644
0.29032257
0.2580645
0.29032257
0.29032257
0.2580645
0.2580645
0.29032257
0.32258064
0.2580645
0.29032257
0.22580644
0.29032257
0.2580645
0.22580644
0.32258064
0.2580645
0.2580645
0.19354838
0.22580644
0.22580644
0.22580644
0.19354838
0.16129032
0.19354838
0.09677419
0.12903225
0.16129032
0.12903225
0.12903225
0.032258064
0.09677419
0.06451613
0.06451613
0.06451613
0.06451613
0.032258064
0.0
0.0
0.0
0.032258064
-0.032258064
-0.09677419
-0.06451613
-0.032258064
-0.06451613
-0.09677419
-0.06451613
-0.09677419
-0.06451613
-0.09677419
-0.06451613
-0.06451613
-0.06451613
-0.09677419
-0.12903225
-0.09677419
-0.09677419
-0.06451613
-0.06451613
-0.06451613
-0.032258064
-0.12903225
-0.032258064
-0.06451613
-0.032258064
-0.09677419
-0.032258064
-0.032258064
-0.06451613
-0.032258064
-0.032258064
-0.06451613
-0.06451613
0.0
-0.032258064
0.0
0.0
-0.06451613
0.0
-0.032258064
-0.032258064
-0.032258064
-0.06451613
-0.032258064
-0.09677419
-0.032258064
-0.09677419
-0.032258064
-0.12903225
-0.06451613
-0.06451613
-0.09677419
-0.12903225
-0.12903225
-0.09677419
-0.12903225
-0.12903225
-0.12903225
-0.16129032
-0.09677419
-0.19354838
-0.16129032
-0.22580644
-0.16129032
-0.16129032
-0.19354838
-0.22580644
-0.19354838
-0.22580644
-0.19354838
-0.19354838
-0.16129032
-0.22580644
-0.22580644
-0.22580644
-0.16129032
-0.19354838
-0.16129032
-0.19354838
-0.22580644
-0.19354838
-0.16129032
-0.19354838
-0.16129032
-0.19354838
-0.19354838
-0.16129032
-0.22580644
-0.22580644
-0.12903225
-0.16129032
-0.19354838
-0.19354838
-0.19354838
-0.16129032
-0.19354838
-0.16129032
-0.22580644
-0.16129032
-0.19354838
-0.19354838
-0.16129032
-0.19354838
-0.19354838
-0.22580644
-0.16129032
-0.19354838
-0.19354838
-0.19354838
-0.19354838
-0.19354838
-0.22580644
-0.16129032
-0.16129032
-0.12903225
-0.19354838
-0.22580644
-0.16129032
-0.16129032
-0.16129032
-0.19354838
-0.16129032
-0.22580644
-0.16129032
-0.19354838
-0.16129032
-0.16129032
-0.19354838
-0.09677419
-0.19354838
-0.16129032
-0.19354838
-0.16129032
-0.16129032
-0.22580644
-0.19354838
-0.22580644
-0.19354838
-0.22580644
-0.19354838
-0.16129032
-0.12903225
-0.16129032
-0.16129032
-0.16129032
-0.19354838
-0.16129032
-0.16129032
-0.22580644
-0.16129032
-0.19354838
-0.09677419
-0.12903225
-0.16129032
-0.12903225
-0.12903225
-0.12903225
-0.16129032
-0.16129032
-0.12903225
-0.09677419
-0.12903225
-0.09677419
-0.06451613
-0.12903225
-0.06451613
-0.09677419
-0.09677419
-0.09677419
-0.06451613
-0.06451613
-0.12903225
-0.032258064
-0.12903225
-0.09677419
-0.09677419
-0.09677419
-0.09677419
-0.09677419
-0.06451613
-0.09677419
-0.09677419
-0.12903225
-0.06451613
-0.09677419
-0.06451613
-0.09677419
-0.12903225
-0.09677419
